path,label,pca_features
s3://p9-compartiment/Test_aws/Clementine/268_100.jpg,Clementine,"[12.020566940307617, -4.401705265045166, 4.792787551879883, -0.7602869272232056, -0.6867077946662903, -0.20007124543190002, 3.903813123703003, 5.824507713317871, -2.562075138092041, 3.316176414489746, -2.1860296726226807, -1.6029804944992065, 0.7487682104110718, -1.9385566711425781, -1.3352888822555542, 0.2722003757953644, 1.5453505516052246, -3.6116116046905518, -4.225104331970215, 3.409423351287842, -0.20685873925685883, 2.054851770401001, 0.23380891978740692, -3.2038369178771973, 0.9765877723693848, 1.126668930053711, 1.2413499355316162, 1.2296561002731323, 0.38319289684295654, 0.8316232562065125, -3.1620757579803467, 3.201697587966919, -0.8952239155769348, -0.3389836549758911, 1.0729637145996094, 0.6807059049606323, -0.6814388036727905, 3.58441424369812, 1.2624030113220215, 1.1337765455245972, -1.598093032836914, -1.3684561252593994, 0.2922070026397705, -1.4530483484268188, 2.204219102859497, -0.08452428132295609, 4.42450475692749, 0.1385553777217865, -3.850886344909668, 0.3248235285282135, -2.8361973762512207, 0.3810381591320038, 0.044568587094545364, 0.41970714926719666, 2.295196533203125, 1.1641079187393188, -1.6630624532699585, -2.086409568786621, 0.041602496057748795, 0.3891305923461914, 0.4634168744087219, 2.383502960205078, -1.25058913230896, -2.0891830921173096, -2.8092007637023926, -0.5350026488304138, 1.512953519821167, 0.6963949799537659, -0.37512680888175964, -1.5553044080734253, 2.645984172821045, -0.09131287038326263, -3.6083149909973145, 0.6120420694351196, 0.45665088295936584, 0.6532314419746399, -0.019159706309437752, 1.5541841983795166, -0.3283056318759918, -0.3152238428592682, -0.05132235586643219, -2.0711209774017334, -1.0061683654785156, 1.3359644412994385, -2.4271953105926514, -0.7501986622810364, 1.0838243961334229, -0.15606826543807983, 0.053142525255680084, 1.0372753143310547, 3.733992338180542, 0.093900665640831, 0.6953080892562866]"
s3://p9-compartiment/Test_aws/Potato White/r2_105_100.jpg,Potato White,"[-1.2086963653564453, 14.139640808105469, 0.8611764311790466, 7.500221252441406, -2.024071455001831, -0.269284188747406, 2.2856192588806152, -6.970311641693115, 1.1414871215820312, -4.701882839202881, 2.8696887493133545, 1.9126147031784058, 2.2798478603363037, 3.4061262607574463, -0.17707346379756927, -0.849085807800293, 0.26743173599243164, 0.32697588205337524, -0.9287610650062561, 1.0384211540222168, -1.0942503213882446, 2.200183153152466, 6.583095550537109, 0.13109083473682404, -1.6953920125961304, -2.6228981018066406, 2.7119081020355225, 2.000253915786743, -1.0012843608856201, 2.656317710876465, -2.251662254333496, -2.613391399383545, 1.0317193269729614, -0.2152370810508728, -0.29384666681289673, -3.2318620681762695, 0.8732907772064209, -0.7091779708862305, -0.8030347228050232, 0.4973215162754059, -0.882220447063446, 1.4932398796081543, 0.4597902297973633, -0.8584595322608948, -2.3468711376190186, -0.13558466732501984, 2.414238929748535, -2.036085367202759, -1.7815042734146118, -0.6416341662406921, -2.783832550048828, -0.9883732199668884, -1.8654940128326416, 0.7850362062454224, 1.519173502922058, -1.612040400505066, 0.7146870493888855, -0.8088765740394592, -0.360981285572052, 0.5809222459793091, -0.5819278955459595, -0.08778617531061172, -1.876577377319336, 0.4246015250682831, 0.9104013442993164, -0.32491400837898254, 1.4508227109909058, 1.101985216140747, -0.7575879693031311, -1.225578784942627, 0.2347191423177719, 0.27842268347740173, 1.4653542041778564, -0.9777388572692871, -0.5480707883834839, 0.8751869797706604, -1.5023438930511475, -0.11680520325899124, -0.1633024662733078, -1.8020336627960205, 0.7627331018447876, 1.2168008089065552, -0.942257821559906, -0.6643757224082947, -1.113301157951355, -0.7883992791175842, 2.1985206604003906, 1.608567237854004, 1.6993886232376099, -0.8808275461196899, -1.4416289329528809, 0.28467607498168945, -0.6245317459106445]"
s3://p9-compartiment/Test_aws/Potato White/36_100.jpg,Potato White,"[-4.112622261047363, 12.450482368469238, -3.824387788772583, 8.09204387664795, -1.035024881362915, -3.178809404373169, -1.730456829071045, -7.490166187286377, -1.015763282775879, -8.030549049377441, 4.157569885253906, -1.450373888015747, -6.036773204803467, 3.738969087600708, -2.3861639499664307, -0.4051609933376312, 3.406770706176758, -0.6093225479125977, -3.252951145172119, -1.0074328184127808, 0.9207563400268555, 0.10877706855535507, 2.703265428543091, -0.6670665144920349, 0.8009652495384216, 0.6564484238624573, -0.8899598121643066, 2.4986510276794434, -1.0648493766784668, 5.817214488983154, 2.806203603744507, -4.099850177764893, 2.2992289066314697, -0.4848528504371643, 1.3777990341186523, -1.0179156064987183, 3.7715256214141846, 1.8284211158752441, 0.12815900146961212, -0.6623293161392212, -0.9560749530792236, 1.654707670211792, -1.6314294338226318, -2.11002779006958, -1.0253015756607056, -0.47932547330856323, 4.9016594886779785, -0.3606848418712616, -4.750789165496826, -0.937084972858429, -2.618614912033081, 0.1087862178683281, -0.45178237557411194, 1.1482847929000854, 0.214346244931221, -0.3313601016998291, -0.9000846147537231, 1.71321439743042, 0.0918039008975029, 0.6494925618171692, 0.5959306359291077, -0.028590470552444458, -0.021381111815571785, 0.46870753169059753, 1.254316806793213, 0.9452325701713562, -2.380664348602295, -1.100469708442688, -0.6796585917472839, 1.0127002000808716, 0.40130850672721863, 0.20715729892253876, 0.663372278213501, 1.0795433521270752, -1.9197449684143066, 4.421682834625244, 1.8109550476074219, 1.4305256605148315, 1.6150873899459839, -0.7800623178482056, -0.2890191972255707, 1.2174303531646729, 0.913321316242218, -0.11047320812940598, 1.9727652072906494, -1.3686758279800415, 0.05793216824531555, -0.17969875037670135, 1.6478676795959473, -2.7897074222564697, -0.1369108259677887, 0.8474633693695068, 1.4650338888168335]"
s3://p9-compartiment/Test_aws/Grapefruit Pink/42_100.jpg,Grapefruit Pink,"[12.649955749511719, 3.9326982498168945, 7.4834699630737305, -1.6583694219589233, -0.5920804142951965, 2.2942681312561035, 3.2440879344940186, 6.6533203125, -6.303699970245361, -0.2304822951555252, -1.5939618349075317, -5.281323432922363, 5.001989841461182, 1.7017537355422974, -1.3806818723678589, 0.5302759408950806, 4.1494340896606445, -1.417878270149231, 0.3004292845726013, -2.401975631713867, 0.6139151453971863, -0.6729943156242371, 0.5336063504219055, -4.473150253295898, 0.06048407405614853, 3.2303342819213867, -1.666715383529663, 3.0928773880004883, 0.980029821395874, -1.3654946088790894, -3.936337471008301, 0.8070735931396484, -1.5945547819137573, 0.5435894131660461, -0.5613006353378296, 1.95272958278656, -0.8602176904678345, -0.04471801221370697, 1.8204325437545776, 0.7480728626251221, -1.025363802909851, -0.8393083214759827, -1.5082887411117554, -0.492482990026474, 1.0921249389648438, 1.6690139770507812, 1.9301660060882568, 0.4665958285331726, -0.16206754744052887, 0.409108430147171, -0.7796453237533569, -1.9566731452941895, 1.8931362628936768, -0.223049134016037, 0.86928391456604, -0.9217854142189026, -0.766598641872406, -2.42962908744812, -1.5325450897216797, -0.7584566473960876, 1.4745441675186157, -0.5734009146690369, 0.4618534445762634, 0.2590618431568146, 0.2516810894012451, -0.5077757239341736, -0.9141213893890381, -0.5042293667793274, 1.2845566272735596, -0.27030372619628906, 1.120822787284851, -0.36829763650894165, -0.012669069692492485, -0.9046796560287476, -0.2634020149707794, 0.23151753842830658, 1.1438709497451782, 1.5019351243972778, -0.34576356410980225, -0.09467606991529465, -1.2778187990188599, -2.0807087421417236, -2.7915971279144287, 0.5297726988792419, 0.18341663479804993, 1.0488762855529785, 0.43477439880371094, -1.2564058303833008, -0.06591007858514786, 0.34160205721855164, 1.3421409130096436, 0.44041717052459717, -0.3060343563556671]"
s3://p9-compartiment/Test_aws/Tomato Maroon/4_100.jpg,Tomato Maroon,"[11.095687866210938, -7.1821184158325195, -1.4247428178787231, 0.2828437089920044, -0.31759315729141235, 1.1137311458587646, 2.4873647689819336, -4.709188461303711, 2.2687807083129883, -1.331396460533142, 0.8595553636550903, -1.6644622087478638, 2.049978733062744, 0.8293978571891785, -0.8970077037811279, -0.6131553053855896, -1.3482547998428345, 2.510685443878174, -2.4802024364471436, 0.9156777262687683, 0.8395106792449951, -1.8176140785217285, 1.206478476524353, 1.9465301036834717, -0.1981242597103119, -0.6887694597244263, -1.2659637928009033, -1.5110255479812622, -0.7939828634262085, -0.44472959637641907, -0.7058268785476685, 0.6322273015975952, -0.37233737111091614, -1.0691087245941162, -1.3170225620269775, -1.9648672342300415, 0.5481837391853333, 0.3704400360584259, 0.20471757650375366, -1.9069995880126953, 0.8837025761604309, 2.003089189529419, -0.3823991119861603, 1.441726803779602, -2.8270106315612793, -1.1310747861862183, -0.5802708268165588, 2.1792564392089844, 1.199924349784851, -0.15795457363128662, -0.8158161044120789, -1.9380184412002563, 0.02375631593167782, 0.5196980237960815, -0.8110026121139526, -0.5267612338066101, 0.9929314255714417, -0.5436442494392395, 0.4795531630516052, 0.1318662166595459, -1.91986083984375, 0.06687597930431366, -1.6697466373443604, -0.5153188109397888, 1.6246479749679565, 0.04220861941576004, -1.3895527124404907, 0.8137286305427551, -2.1376168727874756, 2.013460636138916, -0.7166782021522522, 0.9138753414154053, 0.2415355145931244, 0.5527793169021606, -0.8456689119338989, -1.0060193538665771, -1.059456706047058, -2.0280025005340576, -0.10180017352104187, 0.4084324240684509, 0.4278621971607208, -0.077450692653656, 0.24814735352993011, -0.35586419701576233, 3.4232137203216553, -0.577775776386261, 0.3834827244281769, 0.7258771657943726, -0.14072926342487335, -0.9376214146614075, 0.439858078956604, 0.7942584753036499, -1.422748327255249]"
s3://p9-compartiment/Test_aws/Lemon/110_100.jpg,Lemon,"[7.669342994689941, 10.746100425720215, 4.521459102630615, -0.35753491520881653, 7.7748026847839355, -0.3325367569923401, -3.9694395065307617, 4.212337970733643, -1.0301122665405273, -1.2129230499267578, -2.5947420597076416, -0.5638604164123535, 1.4545198678970337, 0.585659921169281, -1.6082149744033813, 3.1972239017486572, 0.8828129172325134, -1.8180150985717773, 1.1705631017684937, 3.5590760707855225, 0.4470673203468323, -0.8638395667076111, -2.911165714263916, 4.379815101623535, -3.094865322113037, -0.18123938143253326, 1.2073240280151367, 1.2755762338638306, -1.763198733329773, -0.027234980836510658, 1.6304680109024048, -0.07941147685050964, -0.46257340908050537, -1.0393003225326538, 0.848078191280365, -1.7482270002365112, 3.0709149837493896, 0.948332667350769, 2.1761372089385986, 1.3917174339294434, 2.859571695327759, -0.3004700243473053, -0.8871719241142273, 1.925750732421875, -0.7802838683128357, 1.2000689506530762, 0.5334198474884033, 1.1706304550170898, 0.569340705871582, 0.2697592079639435, 0.08847419172525406, 0.32949963212013245, -0.594800591468811, -2.1483426094055176, 2.699383020401001, 1.3991286754608154, -1.1173968315124512, -0.8564861416816711, 1.1667288541793823, 0.9103350639343262, -0.8635655641555786, -0.6060787439346313, 0.8978433012962341, -0.5894014239311218, 0.8804853558540344, -1.2308350801467896, 1.9777699708938599, -0.6011296510696411, -3.4667608737945557, -0.4719746708869934, -0.4461142122745514, -1.2097045183181763, -0.5361547470092773, -0.03659317269921303, 1.7871087789535522, -0.02889019064605236, -0.5226415395736694, 0.6643325090408325, 0.17980879545211792, 2.4863247871398926, -1.6260608434677124, 0.37870538234710693, 0.023050254210829735, 0.3279499411582947, -1.358779788017273, 1.5666930675506592, 0.045661285519599915, 1.1600767374038696, -0.9173184037208557, -1.0762649774551392, 1.1065382957458496, 0.6020960807800293, 0.7036001086235046]"
s3://p9-compartiment/Test_aws/Salak/54_100.jpg,Salak,"[-2.942460536956787, 3.981311082839966, -10.405588150024414, -0.9342496395111084, -13.066083908081055, 12.804296493530273, 4.137486934661865, 3.9688639640808105, 1.3716905117034912, -0.689083456993103, -6.312288284301758, -1.8351068496704102, -4.662957668304443, 2.0051820278167725, 3.5232551097869873, 0.17186973989009857, -6.249465465545654, 2.6859586238861084, -0.5461557507514954, -10.587946891784668, -0.6720397472381592, 1.3214441537857056, -0.8368865847587585, -0.103767991065979, -3.5676987171173096, 4.391898155212402, -1.3094760179519653, 0.08429626375436783, 2.7113797664642334, -0.06889074295759201, -1.8094834089279175, 2.477363348007202, 0.3909434974193573, 0.0012548359809443355, -2.800572156906128, -1.2212787866592407, -0.35127973556518555, -1.65540611743927, 2.1554908752441406, -1.2772382497787476, -2.762416124343872, 0.5036049485206604, -3.021409749984741, -1.4919743537902832, -1.2331044673919678, -3.534123182296753, 1.6997922658920288, 1.9606961011886597, 0.315708190202713, -1.1042670011520386, 3.013864755630493, -2.3797359466552734, 1.3007135391235352, 1.2851731777191162, 5.083053112030029, -0.45733991265296936, -0.8524469137191772, -2.154348611831665, 2.7316389083862305, -1.9442071914672852, 2.277559280395508, -0.1694360375404358, -1.5091794729232788, -0.16392120718955994, -0.49447759985923767, 2.2556345462799072, 1.2972183227539062, -3.2929508686065674, -0.9160755276679993, -4.160501480102539, -1.131280541419983, 1.5797386169433594, -1.0609105825424194, 0.4046119749546051, 0.4109593331813812, 0.5556389093399048, 3.44374680519104, 1.344587802886963, -0.967214822769165, 0.09213908761739731, -1.1522384881973267, -0.33000022172927856, -4.499181747436523, 1.2161027193069458, -3.6518311500549316, 2.2056031227111816, 0.39035820960998535, -1.061123251914978, -1.630144476890564, -0.513615608215332, -0.38772252202033997, 0.45913535356521606, 1.8015084266662598]"
s3://p9-compartiment/Test_aws/Pear Abate/r_37_100.jpg,Pear Abate,"[-26.33806610107422, 4.9165215492248535, 9.612223625183105, -1.738301157951355, -3.3708348274230957, 0.49188950657844543, 12.893197059631348, -6.004883289337158, -6.7971320152282715, 6.119178295135498, 2.5682153701782227, 8.397851943969727, 3.9047279357910156, 2.265378952026367, 0.814115583896637, 3.6794497966766357, -2.6060585975646973, 1.7705179452896118, -10.573467254638672, 7.007080554962158, -3.7798378467559814, 2.7023684978485107, -6.391115665435791, 3.682486057281494, -6.319949150085449, -3.2907376289367676, -1.4837062358856201, 4.839913368225098, 6.48991584777832, 2.084284543991089, 3.116426706314087, 0.13424013555049896, -0.41237080097198486, -8.656327247619629, -1.9937814474105835, -4.486398696899414, -7.785304069519043, 4.212995529174805, 10.292431831359863, 0.2570079565048218, -0.6057957410812378, -3.1906962394714355, -2.6778743267059326, 1.9938141107559204, -2.385939121246338, 0.4357846975326538, -11.176618576049805, 6.88569450378418, -1.3218401670455933, -1.041123390197754, -2.337236166000366, 3.9945545196533203, 7.435008525848389, 5.991208076477051, -2.8532114028930664, 2.815969944000244, 4.236146926879883, -1.0321091413497925, -6.748513698577881, 2.6668872833251953, 1.0610630512237549, -3.9458680152893066, 0.18880553543567657, -0.20039233565330505, -1.3557274341583252, -0.3080102205276489, 0.17083893716335297, 2.7439637184143066, -4.641661643981934, 3.15919828414917, -2.04123854637146, 3.0770225524902344, -0.1322484314441681, -6.473367214202881, 3.9342880249023438, 3.9296131134033203, -1.3815058469772339, -0.25038567185401917, 4.2879719734191895, 2.6475586891174316, 2.956484317779541, -2.161613702774048, -2.1447973251342773, -0.026335274800658226, 1.8475631475448608, 3.4688799381256104, -7.2723188400268555, -0.4944191575050354, -0.26996707916259766, -1.4350626468658447, -0.23207040131092072, -0.2884039878845215, -3.8150508403778076]"
s3://p9-compartiment/Test_aws/Kumquats/r_207_100.jpg,Kumquats,"[9.358616828918457, 6.939084053039551, 4.746618270874023, -1.4804002046585083, 0.5066110491752625, 0.18065299093723297, 2.3239855766296387, -0.89069002866745, -1.4918632507324219, 2.22883939743042, -2.690444231033325, -4.155092716217041, 5.154153347015381, -0.4536673128604889, -3.1375620365142822, 2.8155510425567627, 1.9770574569702148, 0.1574227213859558, 0.12446082383394241, 0.7284554839134216, -0.6381838321685791, 0.9736998677253723, 1.9227466583251953, -1.710081934928894, -0.45360317826271057, 0.0008245693170465529, 1.5759865045547485, 0.5404213666915894, 1.2805216312408447, -1.4577962160110474, -2.365976333618164, 0.7804553508758545, -1.7526975870132446, -1.4469549655914307, -0.959221601486206, -0.20414559543132782, -0.3669181168079376, 0.3552420437335968, 1.5650904178619385, 1.4329463243484497, 0.8184903860092163, -0.1862080842256546, -0.9874544739723206, 0.5329542756080627, -1.6665301322937012, -0.17804169654846191, 0.9583864808082581, -0.8643609881401062, 0.7396082282066345, -0.6657952070236206, -1.0884557962417603, 0.32012537121772766, -0.4515759348869324, 0.4622568190097809, -0.8647217750549316, 0.5820525884628296, 0.37608376145362854, 0.04872848466038704, 0.8201026320457458, 0.482886403799057, 0.1666267216205597, -0.19570159912109375, -0.1760919988155365, -0.5741560459136963, 0.7234725952148438, 0.06040479242801666, -0.8036840558052063, -0.6380904912948608, -0.49038517475128174, 1.1718957424163818, -0.6008526086807251, -1.0737574100494385, 0.3215404152870178, 0.43108755350112915, -0.6428572535514832, 0.0849575474858284, 0.11243989318609238, -0.30475562810897827, 0.10523950308561325, -0.5070288777351379, -0.36057254672050476, -0.9104434251785278, -0.31055542826652527, -0.11912918090820312, 0.9718387722969055, 0.07619162648916245, 0.8815476894378662, 0.6749244928359985, 0.2852446436882019, 0.4498724341392517, -0.5053508281707764, -0.8574802279472351, -0.897853434085846]"
s3://p9-compartiment/Test_aws/Cherry Rainier/139_100.jpg,Cherry Rainier,"[5.833105087280273, -0.3148784637451172, 4.054371356964111, 0.8375491499900818, -1.2288501262664795, -3.098958969116211, -1.7073959112167358, -7.216420650482178, -0.9367250800132751, -4.987347602844238, 4.428415775299072, -2.9889700412750244, -6.770007133483887, -1.1962648630142212, -0.02282414399087429, -2.1492836475372314, -3.070032835006714, 2.1601369380950928, 1.5981758832931519, -2.241422176361084, 0.41999855637550354, 1.3481594324111938, 4.337400436401367, 1.043585181236267, 3.9619064331054688, -0.9888836741447449, 1.4121546745300293, 0.41029131412506104, 2.017320394515991, -2.3172500133514404, -0.9399425387382507, -2.558298349380493, 3.6910219192504883, -3.75553822517395, -0.6479513645172119, 1.7864056825637817, -0.09952959418296814, -1.4413572549819946, -0.3962741792201996, -0.9255449771881104, 0.42030081152915955, 0.870383083820343, 1.246155858039856, -1.463441014289856, -1.26528799533844, -0.12187395244836807, 0.165655717253685, 1.2493563890457153, -1.8069356679916382, -2.001380205154419, 1.683125615119934, 1.49778151512146, 0.5111222863197327, 1.382516622543335, -2.2777726650238037, 0.9994391798973083, 2.6995813846588135, 2.650256395339966, 1.0439921617507935, 1.1103618144989014, 2.93320631980896, 0.7741695046424866, -0.35283851623535156, -1.298388957977295, -0.19208480417728424, 0.34649282693862915, -3.6333160400390625, -0.6315878033638, 0.8212180137634277, 0.47150367498397827, 3.1411259174346924, 0.4554063379764557, 0.8241328597068787, -0.3906657099723816, 0.3229473829269409, 0.032777342945337296, -0.1327742487192154, -0.2603015601634979, 0.6753655076026917, -0.310171514749527, -0.12858764827251434, -1.5113554000854492, 0.7358028292655945, -1.4177188873291016, -0.05065480247139931, 2.002903938293457, -0.7540062665939331, 2.5647788047790527, -0.13378337025642395, -0.9269344806671143, -0.584924578666687, 2.197666645050049, -0.33931389451026917]"
s3://p9-compartiment/Test_aws/Nut Forest/r_4_100.jpg,Nut Forest,"[6.564513683319092, -2.621624231338501, -8.495864868164062, 5.13676643371582, -1.841372013092041, 2.3119149208068848, 1.3447297811508179, -3.775398015975952, 2.0280473232269287, -3.7324376106262207, -2.7412497997283936, -2.7971150875091553, 5.313354015350342, 0.44450175762176514, 0.01842346414923668, 0.2798096537590027, 0.8199095129966736, 1.4501413106918335, 1.9302831888198853, -2.412611246109009, 0.6278436183929443, -4.8480658531188965, -2.3817152976989746, 2.7927234172821045, 1.8887805938720703, 0.9914870262145996, -2.431666374206543, -2.3528597354888916, -0.6417803764343262, -3.7866058349609375, -2.9241340160369873, 0.582361102104187, 1.7648143768310547, -1.2366310358047485, -0.25406932830810547, -1.96807062625885, 2.3671815395355225, -0.9507579803466797, 2.655940294265747, 0.2497941553592682, 2.1528563499450684, 0.06233048811554909, 0.6628291010856628, 3.0895705223083496, 0.0826830342411995, 1.5010721683502197, -1.0650898218154907, -0.641398012638092, 0.7133165001869202, 0.9230198264122009, 2.455784797668457, -1.0612661838531494, -0.5616664290428162, -0.8219626545906067, -0.3017723560333252, -1.4314371347427368, -2.6004157066345215, 1.2892898321151733, -0.32552802562713623, -1.314308762550354, -1.2466412782669067, 2.28086256980896, 0.3366795778274536, 0.014308632351458073, -0.5105745196342468, -2.507009983062744, -1.8549904823303223, 0.07253746688365936, -1.4037327766418457, -0.2540436387062073, 0.02424972504377365, 1.1463944911956787, 0.39837637543678284, 0.9850549697875977, 3.921173334121704, 0.8591727018356323, -0.9693047404289246, -0.4243854284286499, 0.9072672724723816, 1.960671305656433, -1.1589939594268799, -0.37343427538871765, -1.1287362575531006, -0.34818920493125916, -0.5080302953720093, 1.3715897798538208, 0.3869294822216034, 0.31454774737358093, 0.18134570121765137, 0.14366424083709717, 1.1174447536468506, 0.3368537127971649, -0.855455756187439]"
s3://p9-compartiment/Test_aws/Beetroot/r2_161_100.jpg,Beetroot,"[-9.625724792480469, 5.163908004760742, -8.963292121887207, 8.140523910522461, -3.9298627376556396, -2.026857614517212, 1.2848681211471558, 2.238326072692871, -3.7011144161224365, 3.3098561763763428, 3.593754768371582, 0.8052384853363037, 6.11064338684082, 4.641424179077148, 0.3591546416282654, -4.595604419708252, -2.216291666030884, 2.5015742778778076, 0.8896401524543762, 1.083693265914917, 4.933592319488525, -1.9944558143615723, -1.0494464635849, 5.852475166320801, -2.3538265228271484, -2.8730695247650146, 1.1669187545776367, -0.39763927459716797, -3.604532480239868, -1.7656610012054443, 1.3145451545715332, 5.0785088539123535, -0.025190522894263268, -3.109109401702881, -3.5070641040802, -0.6119998693466187, 3.03328013420105, -0.43320685625076294, -3.202268600463867, 1.1654170751571655, -2.7513108253479004, -4.204270362854004, -2.1180179119110107, -1.969230055809021, -0.8126261234283447, 3.0562474727630615, 5.688374042510986, 2.5035364627838135, -3.767761707305908, -2.5708441734313965, 2.2316207885742188, 0.3911394774913788, -3.00496768951416, -0.04459022730588913, -2.4542739391326904, -1.4573702812194824, 1.110655426979065, 2.7455341815948486, -3.4338438510894775, 3.825249671936035, -1.2750364542007446, -0.3813294768333435, 4.110135555267334, 1.506239891052246, -0.8143910765647888, -1.403435468673706, -3.5888314247131348, 1.1486527919769287, -1.9175492525100708, -2.0411717891693115, -0.5378773808479309, 2.205235719680786, 0.987407922744751, 0.9023147821426392, -0.38750195503234863, 1.0113356113433838, 1.8514232635498047, -0.667264461517334, -2.5751636028289795, -0.8379165530204773, 1.4572811126708984, -1.4523528814315796, 0.845939040184021, -1.3021690845489502, -0.06112736836075783, -0.1323150247335434, -0.879736065864563, 0.6027644276618958, 0.7231014966964722, -0.6623548269271851, 2.6569948196411133, -0.12140847742557526, 0.40365761518478394]"
s3://p9-compartiment/Test_aws/Nut Pecan/r_166_100.jpg,Nut Pecan,"[2.3480210304260254, 7.755866527557373, -2.6374917030334473, 6.0436177253723145, -8.80417251586914, 9.447606086730957, 5.857431411743164, -2.9429686069488525, -2.0866169929504395, -2.836305618286133, -1.0776668787002563, 0.9718189239501953, 5.568379878997803, 3.5802676677703857, -1.0676158666610718, -1.6814594268798828, -1.7388575077056885, 1.762100338935852, 0.024657003581523895, -1.8389816284179688, -3.380558967590332, 4.423496246337891, 4.435396194458008, -3.149956464767456, 1.2926270961761475, 1.8097517490386963, 2.2601170539855957, -2.3496150970458984, -0.8802749514579773, 2.442009210586548, -4.11870002746582, -0.3858088254928589, 1.1138787269592285, 0.417548805475235, -0.6667751669883728, 1.892822265625, -0.9487821459770203, -1.4879685640335083, -0.06370364874601364, 1.522996187210083, -1.5030525922775269, 2.2824556827545166, -3.282179355621338, 1.4274605512619019, -0.06296031177043915, 0.9476824402809143, -0.933073878288269, -0.50709468126297, 0.7497474551200867, -0.5574074387550354, 1.8475655317306519, 0.9775157570838928, 0.6534695625305176, -0.35659733414649963, 1.9250054359436035, -0.7894779443740845, -2.272552013397217, -1.7404719591140747, -0.243404820561409, -0.559864342212677, 1.6731107234954834, -1.5124409198760986, -0.8620034456253052, -1.7551859617233276, -0.6356740593910217, 0.0008638452272862196, 0.8752308487892151, -0.783790111541748, -0.33993393182754517, -0.4533163905143738, 0.07558995485305786, -0.6320260763168335, 1.0401431322097778, 0.7804099321365356, 1.1799899339675903, 0.6092745065689087, 0.15732772648334503, -1.7117743492126465, 0.18071170151233673, -0.5476171374320984, 0.9645283222198486, -2.492131233215332, -1.1510528326034546, -0.9713382124900818, -1.3525625467300415, -0.7868486046791077, 0.5248507261276245, -0.5356878042221069, -1.2287402153015137, 1.0197571516036987, -3.1867246627807617, -0.19290950894355774, 0.46523475646972656]"
s3://p9-compartiment/Test_aws/Pepino/180_100.jpg,Pepino,"[0.33553579449653625, 2.8944432735443115, 3.6440484523773193, 4.969849586486816, 6.376602649688721, -1.4121713638305664, -6.025756359100342, -8.178117752075195, -3.70924711227417, -10.358835220336914, 3.438809394836426, -0.5838475227355957, -8.501142501831055, -9.816995620727539, 0.3777622878551483, -4.103748321533203, -6.909533500671387, 3.11649227142334, 3.0106515884399414, -3.9111242294311523, -1.2290587425231934, 2.7655489444732666, -0.6748501658439636, -5.234072208404541, 2.472252130508423, -0.3522334098815918, 4.76959228515625, -0.3519040048122406, -0.2814093232154846, -5.263622283935547, 0.9909923076629639, -2.2704732418060303, 1.4741265773773193, -9.316282272338867, -1.0368765592575073, 7.920464992523193, 3.763530969619751, 4.554272651672363, 7.448825836181641, -0.5779940485954285, -4.969994068145752, -3.9155704975128174, 0.025815170258283615, -1.9797159433364868, 4.042581558227539, 3.8424501419067383, 1.814667820930481, 0.7514512538909912, 0.9945405125617981, -4.668421268463135, 1.1792705059051514, 0.9476621150970459, 1.973874807357788, 0.5934072732925415, -1.9843882322311401, 1.6532948017120361, -2.2095694541931152, -3.3778228759765625, 1.2299418449401855, -4.177414417266846, -0.03430258855223656, -0.9857429265975952, -0.6035720705986023, -0.9662011861801147, 1.2693852186203003, 2.0852692127227783, -1.4126921892166138, 0.5717951655387878, -0.04159305989742279, 1.9918535947799683, 2.515199661254883, 0.8139557838439941, 0.15934747457504272, 0.8535847663879395, 0.3385305404663086, -1.0158485174179077, 0.313644140958786, 0.27098745107650757, -1.877106785774231, -0.6616969704627991, 4.311877727508545, -1.1338462829589844, 2.3979103565216064, -0.5262004733085632, 1.0247817039489746, -1.5246976613998413, 0.052054960280656815, 2.272401809692383, 0.6384232044219971, -1.0559343099594116, 0.9695923924446106, 0.77789705991745, 0.9273286461830139]"
